            0 0
  3.950726877310906E-007  1.119396872809690E-004
  1.580345076523937E-006  2.238234841429294E-004
  3.555815293598830E-006  3.356474519192200E-004
  6.321480216953113E-006  4.474115446323202E-004
  9.877335475638738E-006  5.591157156030732E-004
  1.422337545015084E-005  6.707599174645799E-004
  1.935959327181713E-005  7.823441021440371E-004
  2.528598082346400E-005  8.938682208807875E-004
  3.200252873902798E-005  1.005332224215824E-003
  3.950922640366672E-005  1.116736061994700E-003
  4.780606195370352E-005  1.228079683366765E-003
  5.689302227690485E-005  1.339363036788761E-003
  6.677009301225834E-005  1.450586070021388E-003
  7.743725854991723E-005  1.561748730129100E-003
  8.889450203158900E-005  1.672850963484198E-003
  1.011418053502022E-004  1.783892715763118E-003
  1.141791491501287E-004  1.894873931948689E-003
  1.280065128271279E-004  2.005794556329538E-003
  1.426238745284025E-004  2.116654532500578E-003
  1.580312111527093E-004  2.227453803363811E-003
  1.742284983502485E-004  2.338192311127490E-003
  1.912157105228296E-004  2.448869997307357E-003
  2.089928208238168E-004  2.559486802726275E-003
  2.275598011583502E-004  2.670042667515660E-003
  2.469166221830132E-004  2.780537531113520E-003
  2.670632533064432E-004  2.890971332268120E-003
  2.879996626887760E-004  3.001344009034860E-003
  3.097258172420903E-004  3.111655498778901E-003
  3.322416826304631E-004  3.221905738175450E-003
  3.555472232696921E-004  3.332094663208510E-003
  3.796424023277400E-004  3.442222209173213E-003
  4.045271817245677E-004  3.552288310675137E-003
  4.302015221322453E-004  3.662292901630984E-003
  4.566653829750078E-004  3.772235915269013E-003
  4.839187224294217E-004  3.882117284129906E-003
  5.119614974241626E-004  3.991936940066086E-003
  5.407936636405708E-004  4.101694814244136E-003
  5.704151755121512E-004  4.211390837143067E-003
  6.008259862251286E-004  4.321024938556696E-003
  6.320260477181705E-004  4.430597047592855E-003
  6.640153106827196E-004  4.540107092674869E-003
  6.967937245628830E-004  4.649555001541444E-003
  7.303612375557100E-004  4.758940701247901E-003
  7.647177966110252E-004  4.868264118165931E-003
  7.998633474316508E-004  4.977525177984670E-003
  8.357978344736283E-004  5.086723805711707E-003
  8.725212009460526E-004  5.195859925672912E-003
  9.100333888112933E-004  5.304933461513493E-003
  9.483343387849952E-004  5.413944336198371E-003
  9.874239903364113E-004  5.522892472013536E-003
  1.027302281688125E-003  5.631777790565651E-003
  1.067969149816550E-003  5.740600212783871E-003
  1.109424530451708E-003  5.849359658919660E-003
  1.151668358077507E-003  5.958056048547979E-003
  1.194700565931739E-003  6.066689300567743E-003
  1.238521086006306E-003  6.175259333202872E-003
  1.283129849047160E-003  6.283766064002630E-003
  1.328526784554696E-003  6.392209409843073E-003
  1.374711820783470E-003  6.500589286926899E-003
  1.421684884742702E-003  6.608905610785157E-003
  1.469445902196054E-003  6.717158296277272E-003
  1.517994797662015E-003  6.825347257592487E-003
  1.567331494413904E-003  6.933472408250430E-003
  1.617455914479926E-003  7.041533661101805E-003
  1.668367978643504E-003  7.149530928329727E-003
  1.720067606443054E-003  7.257464121449836E-003
  1.772554716172492E-003  7.365333151311993E-003
  1.825829224881226E-003  7.473137928100886E-003
  1.879891048374105E-003  7.580878361336577E-003
  1.934740101211863E-003  7.688554359876046E-003
  1.990376296710894E-003  7.796165831913436E-003
  2.046799546943867E-003  7.903712684981919E-003
  2.104009762739334E-003  8.011194825953647E-003
  2.162006853682341E-003  8.118612161041630E-003
  2.220790728114097E-003  8.225964595799823E-003
  2.280361293132693E-003  8.333252035125215E-003
  2.340718454592605E-003  8.440474383257649E-003
  2.401862117105469E-003  8.547631543781999E-003
  2.463792184039748E-003  8.654723419628342E-003
  2.526508557521123E-003  8.761749913073432E-003
  2.590011138432602E-003  8.868710925741697E-003
  2.654299826414686E-003  8.975606358606334E-003
  2.719374519865425E-003  9.082436111990229E-003
  2.785235115940810E-003  9.189200085567452E-003
  2.851881510554655E-003  9.295898178363916E-003
  2.919313598378936E-003  9.402530288758794E-003
  2.987531272844013E-003  9.509096314485750E-003
  3.056534426138624E-003  9.615596152633823E-003
  3.126322949210059E-003  9.722029699648605E-003
  3.196896731764542E-003  9.828396851333757E-003
  3.268255662267239E-003  9.934697502851933E-003
  3.340399627942470E-003  1.004093154872606E-002
  3.413328514773772E-003  1.014709888284037E-002
  3.487042207504343E-003  1.025319939844205E-002
  3.561540589637036E-003  1.035923298814220E-002
  3.636823543434531E-003  1.046519954391707E-002
  3.712890949919556E-003  1.057109895710938E-002
  3.789742688875219E-003  1.067693111842981E-002
  3.867378638844898E-003  1.078269591795790E-002
  3.945798677132795E-003  1.088839324514384E-002
  4.025002679803713E-003  1.099402298880920E-002
  4.104990521683671E-003  1.109958503714888E-002
  4.185762076359789E-003  1.120507927773200E-002
  4.267317216180677E-003  1.131050559750352E-002
  4.349655812256492E-003  1.141586388278543E-002
  4.432777734459326E-003  1.152115401927836E-002
  4.516682851423204E-003  1.162637589206271E-002
  4.601371030544477E-003  1.173152938560032E-002
  4.686842137981817E-003  1.183661438373556E-002
  4.773096038656666E-003  1.194163076969713E-002
  4.860132596253286E-003  1.204657842609925E-002
  4.947951673219042E-003  1.215145723494322E-002
  5.036553130764676E-003  1.225626707761895E-002
  5.125936828864253E-003  1.236100783490614E-002
  5.216102626255881E-003  1.246567938697631E-002
  5.307050380441325E-003  1.257028161339365E-002
  5.398779947686783E-003  1.267481439311712E-002
  5.491291183022773E-003  1.277927760450162E-002
  5.584583940244470E-003  1.288367112529968E-002
  5.678658071911979E-003  1.298799483266298E-002
  5.773513429350396E-003  1.309224860314379E-002
  5.869149862650302E-003  1.319643231269683E-002
  5.965567220667822E-003  1.330054583668060E-002
  6.062765351024901E-003  1.340458904985912E-002
  6.160744100109528E-003  1.350856182640342E-002
  6.259503313076065E-003  1.361246403989332E-002
  6.359042833845308E-003  1.371629556331886E-002
  6.459362505105037E-003  1.382005626908225E-002
  6.560462168309911E-003  1.392374602899915E-002
  6.662341663681959E-003  1.402736471430064E-002
  6.765000830210754E-003  1.413091219563475E-002
  6.868439505653745E-003  1.423438834306827E-002
  6.972657526536308E-003  1.433779302608828E-002
  7.077654728152249E-003  1.444112611360402E-002
  7.183430944563918E-003  1.454438747394855E-002
  7.289986008602534E-003  1.464757697488053E-002
  7.397319751868359E-003  1.475069448358586E-002
  7.505432004731083E-003  1.485373986667958E-002
  7.614322596330103E-003  1.495671299020764E-002
  7.723991354574578E-003  1.505961371964847E-002
  7.834438106143926E-003  1.516244191991502E-002
  7.945662676488052E-003  1.526519745535649E-002
  8.057664889827620E-003  1.536788018976015E-002
  8.170444569154223E-003  1.547048998635308E-002
  8.284001536230767E-003  1.557302670780410E-002
  8.398335611591756E-003  1.567549021622560E-002
  8.513446614543507E-003  1.577788037317538E-002
  8.629334363164598E-003  1.588019703965863E-002
  8.745998674305921E-003  1.598244007612964E-002
  8.863439363591075E-003  1.608460934249374E-002
  8.981656245416747E-003  1.618670469810933E-002
  9.100649132952943E-003  1.628872600178971E-002
  9.220417838143147E-003  1.639067311180488E-002
  9.340962171704881E-003  1.649254588588375E-002
  9.462281943129813E-003  1.659434418121588E-002
  9.584376960684038E-003  1.669606785445343E-002
  9.707247031408572E-003  1.679771676171330E-002
  9.830891961119415E-003  1.689929075857891E-002
  9.955311554408097E-003  1.700078970010235E-002
  1.008050561464174E-002  1.710221344080625E-002
  1.020647394396368E-002  1.720356183468596E-002
  1.033321634329337E-002  1.730483473521132E-002
  1.046073261232711E-002  1.740603199532895E-002
  1.058902254953803E-002  1.750715346746410E-002
  1.071808595217671E-002  1.760819900352288E-002
  1.084792261627127E-002  1.770916845489415E-002
  1.097853233662771E-002  1.781006167245166E-002
  1.110991490683039E-002  1.791087850655619E-002
  1.124207011924216E-002  1.801161880705753E-002
  1.137499776500489E-002  1.811228242329671E-002
  1.150869763403956E-002  1.821286920410796E-002
  1.164316951504690E-002  1.831337899782105E-002
  1.177841319550738E-002  1.841381165226316E-002
  1.191442846168189E-002  1.851416701476129E-002
  1.205121509861173E-002  1.861444493214416E-002
  1.218877289011927E-002  1.871464525074459E-002
  1.232710161880807E-002  1.881476781640153E-002
  1.246620106606328E-002  1.891481247446228E-002
  1.260607101205208E-002  1.901477906978472E-002
  1.274671123572391E-002  1.911466744673950E-002
  1.288812151481089E-002  1.921447744921221E-002
  1.303030162582808E-002  1.931420892060561E-002
  1.317325134407399E-002  1.941386170384193E-002
  1.331697044363078E-002  1.951343564136503E-002
  1.346145869736459E-002  1.961293057514263E-002
  1.360671587692625E-002  1.971234634666873E-002
  1.375274175275110E-002  1.981168279696569E-002
  1.389953609405981E-002  1.991093976658660E-002
  1.404709866885850E-002  2.001011709561758E-002
  1.419542924393918E-002  2.010921462368000E-002
  1.434452758488008E-002  2.020823218993286E-002
  1.449439345604608E-002  2.030716963307507E-002
  1.464502662058914E-002  2.040602679134786E-002
  1.479642684044846E-002  2.050480350253694E-002
  1.494859387635100E-002  2.060349960397497E-002
  1.510152748781196E-002  2.070211493254391E-002
                  1.525522743313484E-002  2.080064932467730E-002
  1.540969346941223E-002  2.089910261636274E-002
  1.556492535252596E-002  2.099747464314422E-002
  1.572092283714732E-002  2.109576524012437E-002
  1.587768567673786E-002  2.119397424196715E-002
  1.603521362354948E-002  2.129210148289995E-002
  1.619350642862494E-002  2.139014679671626E-002
  1.635256384179812E-002  2.148811001677787E-002
  1.651238561169466E-002  2.158599097601747E-002
  1.667297148573210E-002  2.168378950694099E-002
  1.683432121012035E-002  2.178150544163001E-002
  1.699643452986233E-002  2.187913861174446E-002
  1.715931118875391E-002  2.197668884852471E-002
  1.732295092938485E-002  2.207415598279441E-002
  1.748735349313868E-002  2.217153984496265E-002
  1.765251862019351E-002  2.226884026502670E-002
  1.781844604952232E-002  2.236605707257439E-002
  1.798513551889319E-002  2.246319009678658E-002
  1.815258676487008E-002  2.256023916643981E-002
  1.832079952281290E-002  2.265720410990869E-002
  1.848977352687808E-002  2.275408475516846E-002
  1.865950851001896E-002  2.285088092979755E-002
  1.883000420398634E-002  2.294759246098018E-002
  1.900126033932875E-002  2.304421917550882E-002
  1.917327664539270E-002  2.314076089978669E-002
  1.934605285032365E-002  2.323721745983056E-002
  1.951958868106596E-002  2.333358868127317E-002
  1.969388386336340E-002  2.342987438936571E-002
  1.986893812175988E-002  2.352607440898071E-002
  2.004475117959947E-002  2.362218856461436E-002
  2.022132275902710E-002  2.371821668038923E-002
  2.039865258098894E-002  2.381415858005691E-002
  2.057674036523283E-002  2.391001408700058E-002
  2.075558583030868E-002  2.400578302423765E-002
  2.093518869356903E-002  2.410146521442243E-002
  2.111554867116938E-002  2.419706047984872E-002
  2.129666547806880E-002  2.429256864245255E-002
  2.147853882803002E-002  2.438798952381468E-002
  2.166116843362037E-002  2.448332294516345E-002
